file_id,n_characters,n_syllables,n_tokens,n_polysyllabic_tokens,n_long_tokens,n_types,n_sentences,avg_characters_per_word,std_characters_per_word,avg_syllables_per_word,std_syllables_per_word,ratio_long_words,avg_words_per_sentence,std_words_per_sentence,word_length_distribution
413,311,0,67,0,58,49,5,3.59701,1.65199,0,0.0,0.86567,13.4,7.33485,"{'3_character_tokens': 0.28358, '4_character_tokens': 0.26866, '2_character_tokens': 0.14925, '1_character_tokens': 0.08955, '7_character_tokens': 0.07463, '5_character_tokens': 0.07463, '6_character_tokens': 0.04478, '8_character_tokens': 0.01493}"
414,299,0,52,0,38,42,2,4.57692,2.19934,0,0.0,0.73077,26.0,29.69848,"{'4_character_tokens': 0.23077, '2_character_tokens': 0.17308, '5_character_tokens': 0.17308, '3_character_tokens': 0.13462, '6_character_tokens': 0.11538, '8_character_tokens': 0.05769, '9_character_tokens': 0.03846, '10_character_tokens': 0.03846, '7_character_tokens': 0.01923, '1_character_tokens': 0.01923}"
415,152,0,34,0,30,31,4,3.23529,1.75911,0,0.0,0.88235,8.5,4.20317,"{'3_character_tokens': 0.26471, '4_character_tokens': 0.20588, '2_character_tokens': 0.17647, '1_character_tokens': 0.17647, '6_character_tokens': 0.05882, '5_character_tokens': 0.05882, '8_character_tokens': 0.02941, '7_character_tokens': 0.02941}"
416,2364,0,446,0,354,257,29,3.9148,2.06238,0,0.0,0.79372,15.37931,14.29639,"{'3_character_tokens': 0.23543, '4_character_tokens': 0.20628, '2_character_tokens': 0.17489, '5_character_tokens': 0.09641, '6_character_tokens': 0.09193, '1_character_tokens': 0.08072, '7_character_tokens': 0.06502, '9_character_tokens': 0.01794, '8_character_tokens': 0.01345, '10_character_tokens': 0.01121, '13_character_tokens': 0.00448, '11_character_tokens': 0.00224}"
417,1419,0,279,0,228,154,20,3.91398,2.30415,0,0.0,0.8172,13.95,10.5005,"{'2_character_tokens': 0.22939, '4_character_tokens': 0.22222, '3_character_tokens': 0.15771, '5_character_tokens': 0.11828, '1_character_tokens': 0.08961, '6_character_tokens': 0.08244, '7_character_tokens': 0.02509, '9_character_tokens': 0.01792, '8_character_tokens': 0.01792, '12_character_tokens': 0.01434, '11_character_tokens': 0.01434, '10_character_tokens': 0.01075}"
418,778,0,142,0,109,98,8,4.26761,2.42012,0,0.0,0.76761,17.75,8.86002,"{'4_character_tokens': 0.25352, '2_character_tokens': 0.19014, '3_character_tokens': 0.1338, '5_character_tokens': 0.11268, '1_character_tokens': 0.07746, '7_character_tokens': 0.07042, '6_character_tokens': 0.05634, '9_character_tokens': 0.03521, '8_character_tokens': 0.02817, '11_character_tokens': 0.02113, '10_character_tokens': 0.01408, '12_character_tokens': 0.00704}"
419,3760,0,723,0,579,328,42,4.06777,2.01163,0,0.0,0.80083,17.21429,13.5224,"{'3_character_tokens': 0.24066, '4_character_tokens': 0.2213, '2_character_tokens': 0.17289, '5_character_tokens': 0.1231, '6_character_tokens': 0.07054, '7_character_tokens': 0.05809, '1_character_tokens': 0.04288, '8_character_tokens': 0.04149, '10_character_tokens': 0.01245, '9_character_tokens': 0.00968, '12_character_tokens': 0.00415, '13_character_tokens': 0.00138, '11_character_tokens': 0.00138}"
420,706,0,139,0,114,95,7,3.98561,1.69819,0,0.0,0.82014,19.85714,9.9403,"{'3_character_tokens': 0.26619, '4_character_tokens': 0.23741, '2_character_tokens': 0.15108, '5_character_tokens': 0.13669, '6_character_tokens': 0.08633, '7_character_tokens': 0.06475, '1_character_tokens': 0.02878, '8_character_tokens': 0.01439, '10_character_tokens': 0.00719, '9_character_tokens': 0.00719}"
421,1976,0,423,0,361,218,30,3.47045,1.88243,0,0.0,0.85343,14.1,9.30832,"{'3_character_tokens': 0.23877, '4_character_tokens': 0.18676, '2_character_tokens': 0.1773, '1_character_tokens': 0.1513, '5_character_tokens': 0.09929, '6_character_tokens': 0.07329, '7_character_tokens': 0.04492, '8_character_tokens': 0.01655, '9_character_tokens': 0.00709, '12_character_tokens': 0.00236, '11_character_tokens': 0.00236}"
422,204,0,37,0,27,31,4,4.40541,2.35064,0,0.0,0.72973,9.25,4.99166,"{'3_character_tokens': 0.27027, '4_character_tokens': 0.24324, '6_character_tokens': 0.13514, '2_character_tokens': 0.13514, '9_character_tokens': 0.05405, '5_character_tokens': 0.05405, '10_character_tokens': 0.02703, '1_character_tokens': 0.02703, '11_character_tokens': 0.02703, '7_character_tokens': 0.02703}"
423,450,0,90,0,72,65,7,3.93333,2.28724,0,0.0,0.8,12.85714,11.81,"{'3_character_tokens': 0.24444, '4_character_tokens': 0.2, '2_character_tokens': 0.18889, '1_character_tokens': 0.08889, '7_character_tokens': 0.07778, '5_character_tokens': 0.07778, '6_character_tokens': 0.04444, '8_character_tokens': 0.03333, '11_character_tokens': 0.02222, '10_character_tokens': 0.02222}"
424,670,0,125,0,93,94,8,4.248,1.95372,0,0.0,0.744,15.625,11.8314,"{'4_character_tokens': 0.248, '3_character_tokens': 0.176, '2_character_tokens': 0.176, '7_character_tokens': 0.112, '5_character_tokens': 0.112, '6_character_tokens': 0.096, '1_character_tokens': 0.032, '8_character_tokens': 0.024, '9_character_tokens': 0.016, '11_character_tokens': 0.008}"
425,1867,0,359,0,273,181,14,4.06685,2.18834,0,0.0,0.76045,25.64286,15.71676,"{'2_character_tokens': 0.21727, '4_character_tokens': 0.20056, '3_character_tokens': 0.17827, '5_character_tokens': 0.09749, '6_character_tokens': 0.09471, '1_character_tokens': 0.06685, '7_character_tokens': 0.06128, '8_character_tokens': 0.039, '9_character_tokens': 0.02507, '10_character_tokens': 0.01114, '11_character_tokens': 0.00557, '12_character_tokens': 0.00279}"
426,5974,0,1160,0,909,497,91,4.00345,2.20165,0,0.0,0.78362,12.74725,9.10506,"{'3_character_tokens': 0.22759, '4_character_tokens': 0.1931, '2_character_tokens': 0.17241, '5_character_tokens': 0.10086, '1_character_tokens': 0.08966, '6_character_tokens': 0.07845, '7_character_tokens': 0.04828, '8_character_tokens': 0.03707, '9_character_tokens': 0.02931, '10_character_tokens': 0.01724, '11_character_tokens': 0.00517, '13_character_tokens': 0.00086}"
427,571,0,113,0,91,74,8,3.9646,2.31428,0,0.0,0.80531,14.125,7.51071,"{'4_character_tokens': 0.23894, '2_character_tokens': 0.23894, '3_character_tokens': 0.18584, '5_character_tokens': 0.07965, '6_character_tokens': 0.07965, '1_character_tokens': 0.06195, '8_character_tokens': 0.0354, '9_character_tokens': 0.0354, '7_character_tokens': 0.0177, '13_character_tokens': 0.00885, '12_character_tokens': 0.00885, '10_character_tokens': 0.00885}"
428,388,0,76,0,55,55,6,4.02632,2.27434,0,0.0,0.72368,12.66667,10.98484,"{'2_character_tokens': 0.27632, '3_character_tokens': 0.17105, '4_character_tokens': 0.13158, '6_character_tokens': 0.10526, '7_character_tokens': 0.09211, '5_character_tokens': 0.07895, '1_character_tokens': 0.06579, '8_character_tokens': 0.03947, '10_character_tokens': 0.02632, '9_character_tokens': 0.01316}"
429,507,0,87,0,57,74,3,4.70115,2.74546,0,0.0,0.65517,29.0,24.97999,"{'3_character_tokens': 0.2069, '2_character_tokens': 0.1954, '4_character_tokens': 0.17241, '6_character_tokens': 0.14943, '8_character_tokens': 0.05747, '5_character_tokens': 0.05747, '7_character_tokens': 0.04598, '13_character_tokens': 0.03448, '1_character_tokens': 0.02299, '9_character_tokens': 0.02299, '10_character_tokens': 0.02299, '11_character_tokens': 0.01149}"
430,385,0,77,0,60,59,5,3.93506,2.14806,0,0.0,0.77922,15.4,6.80441,"{'2_character_tokens': 0.25974, '5_character_tokens': 0.16883, '3_character_tokens': 0.15584, '4_character_tokens': 0.11688, '7_character_tokens': 0.1039, '6_character_tokens': 0.07792, '1_character_tokens': 0.07792, '8_character_tokens': 0.02597, '12_character_tokens': 0.01299}"
431,3890,0,734,0,570,348,51,4.16349,2.31973,0,0.0,0.77657,14.39216,6.32796,"{'3_character_tokens': 0.19619, '4_character_tokens': 0.18801, '2_character_tokens': 0.18392, '5_character_tokens': 0.13351, '6_character_tokens': 0.07629, '1_character_tokens': 0.07493, '7_character_tokens': 0.04768, '8_character_tokens': 0.03406, '9_character_tokens': 0.02997, '10_character_tokens': 0.02044, '11_character_tokens': 0.0109, '12_character_tokens': 0.00136, '15_character_tokens': 0.00136, '13_character_tokens': 0.00136}"
432,2913,0,5,0,1,4,6,5.8,2.48998,0,0.0,0.2,0.83333,0.75277,"{'6_character_tokens': 0.6, '9_character_tokens': 0.2, '2_character_tokens': 0.2}"
433,484,0,85,0,59,65,6,4.37647,2.63663,0,0.0,0.69412,14.16667,23.54924,"{'4_character_tokens': 0.24706, '2_character_tokens': 0.18824, '1_character_tokens': 0.12941, '6_character_tokens': 0.09412, '8_character_tokens': 0.07059, '5_character_tokens': 0.07059, '7_character_tokens': 0.05882, '3_character_tokens': 0.05882, '9_character_tokens': 0.04706, '10_character_tokens': 0.01176, '12_character_tokens': 0.01176, '11_character_tokens': 0.01176}"
434,232,0,45,0,32,35,3,4.11111,2.29844,0,0.0,0.71111,15.0,12.16553,"{'3_character_tokens': 0.22222, '2_character_tokens': 0.22222, '4_character_tokens': 0.13333, '6_character_tokens': 0.13333, '1_character_tokens': 0.06667, '7_character_tokens': 0.06667, '5_character_tokens': 0.06667, '9_character_tokens': 0.04444, '10_character_tokens': 0.02222, '8_character_tokens': 0.02222}"
435,1135,0,221,0,182,134,9,3.88688,2.007,0,0.0,0.82353,24.55556,18.03546,"{'3_character_tokens': 0.24887, '2_character_tokens': 0.21719, '4_character_tokens': 0.17647, '5_character_tokens': 0.13122, '6_character_tokens': 0.0724, '1_character_tokens': 0.04977, '8_character_tokens': 0.04072, '7_character_tokens': 0.03167, '10_character_tokens': 0.0181, '9_character_tokens': 0.00905, '11_character_tokens': 0.00452}"
436,290,0,45,0,28,41,4,5.42222,3.21565,0,0.0,0.62222,11.25,6.70199,"{'3_character_tokens': 0.2, '4_character_tokens': 0.17778, '5_character_tokens': 0.15556, '6_character_tokens': 0.15556, '2_character_tokens': 0.08889, '7_character_tokens': 0.06667, '8_character_tokens': 0.04444, '9_character_tokens': 0.04444, '12_character_tokens': 0.02222, '16_character_tokens': 0.02222, '17_character_tokens': 0.02222}"
437,890,0,184,0,150,102,11,3.75,2.00886,0,0.0,0.81522,16.72727,7.73422,"{'4_character_tokens': 0.25, '3_character_tokens': 0.19022, '2_character_tokens': 0.15217, '1_character_tokens': 0.13587, '5_character_tokens': 0.08696, '6_character_tokens': 0.07609, '7_character_tokens': 0.05435, '8_character_tokens': 0.02717, '9_character_tokens': 0.02174, '10_character_tokens': 0.00543}"
438,140,0,30,0,23,26,3,3.6,2.14315,0,0.0,0.76667,10.0,3.4641,"{'2_character_tokens': 0.36667, '4_character_tokens': 0.2, '7_character_tokens': 0.1, '6_character_tokens': 0.1, '1_character_tokens': 0.1, '3_character_tokens': 0.06667, '9_character_tokens': 0.03333, '5_character_tokens': 0.03333}"
439,418,0,81,0,65,60,6,4.01235,2.42123,0,0.0,0.80247,13.5,11.30929,"{'3_character_tokens': 0.24691, '4_character_tokens': 0.22222, '2_character_tokens': 0.19753, '7_character_tokens': 0.07407, '5_character_tokens': 0.07407, '1_character_tokens': 0.06173, '6_character_tokens': 0.04938, '8_character_tokens': 0.04938, '14_character_tokens': 0.02469}"
440,795,0,168,0,138,82,14,3.63095,1.77325,0,0.0,0.82143,12.0,6.33671,"{'4_character_tokens': 0.26786, '3_character_tokens': 0.24405, '2_character_tokens': 0.22024, '6_character_tokens': 0.10714, '1_character_tokens': 0.06548, '7_character_tokens': 0.02976, '5_character_tokens': 0.02381, '8_character_tokens': 0.02381, '9_character_tokens': 0.01786}"
441,382,0,69,0,59,55,9,4.07246,2.12353,0,0.0,0.85507,7.66667,9.39415,"{'4_character_tokens': 0.26087, '3_character_tokens': 0.21739, '5_character_tokens': 0.17391, '2_character_tokens': 0.13043, '1_character_tokens': 0.07246, '8_character_tokens': 0.04348, '7_character_tokens': 0.02899, '6_character_tokens': 0.02899, '10_character_tokens': 0.01449, '9_character_tokens': 0.01449, '12_character_tokens': 0.01449}"
442,694,0,143,0,122,98,14,3.67832,1.76668,0,0.0,0.85315,10.21429,5.74026,"{'4_character_tokens': 0.23077, '3_character_tokens': 0.20979, '2_character_tokens': 0.2028, '5_character_tokens': 0.12587, '1_character_tokens': 0.08392, '7_character_tokens': 0.06294, '6_character_tokens': 0.05594, '8_character_tokens': 0.02098, '9_character_tokens': 0.00699}"
443,867,0,167,0,134,100,7,4.01796,1.98632,0,0.0,0.8024,23.85714,11.56761,"{'3_character_tokens': 0.34731, '4_character_tokens': 0.18563, '2_character_tokens': 0.11377, '5_character_tokens': 0.1018, '6_character_tokens': 0.07186, '7_character_tokens': 0.05988, '1_character_tokens': 0.05389, '9_character_tokens': 0.02395, '8_character_tokens': 0.02395, '10_character_tokens': 0.01198, '11_character_tokens': 0.00599}"
444,261,0,51,0,41,46,5,4.05882,1.96379,0,0.0,0.80392,10.2,5.31037,"{'4_character_tokens': 0.29412, '2_character_tokens': 0.23529, '5_character_tokens': 0.11765, '3_character_tokens': 0.11765, '8_character_tokens': 0.09804, '7_character_tokens': 0.05882, '6_character_tokens': 0.03922, '1_character_tokens': 0.03922}"
445,868,0,158,0,118,105,10,4.37342,2.69816,0,0.0,0.74684,15.8,8.92935,"{'2_character_tokens': 0.16456, '3_character_tokens': 0.16456, '5_character_tokens': 0.1519, '4_character_tokens': 0.1519, '1_character_tokens': 0.11392, '7_character_tokens': 0.06962, '6_character_tokens': 0.05696, '11_character_tokens': 0.03165, '8_character_tokens': 0.03165, '9_character_tokens': 0.02532, '10_character_tokens': 0.02532, '13_character_tokens': 0.00633, '12_character_tokens': 0.00633}"
446,143,0,27,0,19,25,3,4.14815,2.19622,0,0.0,0.7037,9.0,5.19615,"{'2_character_tokens': 0.18519, '4_character_tokens': 0.18519, '7_character_tokens': 0.14815, '3_character_tokens': 0.11111, '5_character_tokens': 0.11111, '6_character_tokens': 0.11111, '1_character_tokens': 0.11111, '9_character_tokens': 0.03704}"
447,303,0,54,0,42,43,5,4.27778,2.39036,0,0.0,0.77778,10.8,3.70135,"{'3_character_tokens': 0.25926, '5_character_tokens': 0.16667, '2_character_tokens': 0.16667, '4_character_tokens': 0.12963, '7_character_tokens': 0.09259, '1_character_tokens': 0.05556, '6_character_tokens': 0.03704, '8_character_tokens': 0.03704, '10_character_tokens': 0.03704, '12_character_tokens': 0.01852}"
448,2988,0,572,0,445,303,31,4.09091,2.19427,0,0.0,0.77797,18.45161,16.06412,"{'4_character_tokens': 0.20804, '2_character_tokens': 0.19406, '3_character_tokens': 0.17483, '5_character_tokens': 0.12238, '1_character_tokens': 0.07867, '7_character_tokens': 0.07867, '6_character_tokens': 0.05594, '8_character_tokens': 0.04196, '9_character_tokens': 0.02972, '10_character_tokens': 0.01049, '12_character_tokens': 0.0035, '11_character_tokens': 0.00175}"
449,2051,0,374,0,278,202,22,4.3369,2.32572,0,0.0,0.74332,17.0,12.80625,"{'4_character_tokens': 0.19519, '3_character_tokens': 0.18984, '2_character_tokens': 0.18984, '5_character_tokens': 0.12299, '6_character_tokens': 0.08824, '7_character_tokens': 0.0615, '1_character_tokens': 0.04545, '8_character_tokens': 0.04278, '10_character_tokens': 0.02674, '9_character_tokens': 0.02406, '12_character_tokens': 0.00535, '11_character_tokens': 0.00535, '14_character_tokens': 0.00267}"
450,2031,0,408,0,339,218,25,3.86765,2.06816,0,0.0,0.83088,16.32,9.41506,"{'4_character_tokens': 0.23284, '2_character_tokens': 0.22304, '3_character_tokens': 0.16422, '5_character_tokens': 0.13235, '1_character_tokens': 0.07843, '7_character_tokens': 0.06127, '6_character_tokens': 0.05147, '8_character_tokens': 0.02451, '10_character_tokens': 0.01225, '9_character_tokens': 0.0098, '11_character_tokens': 0.0049, '12_character_tokens': 0.0049}"
451,5341,0,1055,0,849,398,74,3.95261,2.1134,0,0.0,0.80474,14.25676,11.33676,"{'4_character_tokens': 0.22275, '3_character_tokens': 0.20474, '2_character_tokens': 0.2019, '5_character_tokens': 0.10711, '6_character_tokens': 0.07488, '1_character_tokens': 0.06825, '7_character_tokens': 0.05403, '8_character_tokens': 0.02464, '9_character_tokens': 0.0237, '11_character_tokens': 0.00569, '10_character_tokens': 0.00569, '12_character_tokens': 0.00474, '13_character_tokens': 0.00095, '14_character_tokens': 0.00095}"
452,2531,0,456,0,338,243,25,4.45395,2.22525,0,0.0,0.74123,18.24,10.76754,"{'4_character_tokens': 0.22588, '3_character_tokens': 0.19298, '2_character_tokens': 0.15132, '5_character_tokens': 0.13377, '7_character_tokens': 0.07456, '6_character_tokens': 0.07237, '8_character_tokens': 0.04825, '1_character_tokens': 0.03728, '9_character_tokens': 0.02851, '10_character_tokens': 0.02193, '11_character_tokens': 0.01316}"
453,1697,0,315,0,225,176,9,4.26032,2.21075,0,0.0,0.71429,35.0,27.75788,"{'3_character_tokens': 0.2254, '2_character_tokens': 0.2, '4_character_tokens': 0.15238, '7_character_tokens': 0.12698, '5_character_tokens': 0.08889, '6_character_tokens': 0.06349, '8_character_tokens': 0.05397, '1_character_tokens': 0.04762, '9_character_tokens': 0.03175, '10_character_tokens': 0.00952}"
454,807,0,153,0,122,106,8,4.11765,2.35344,0,0.0,0.79739,19.125,13.46358,"{'3_character_tokens': 0.22876, '2_character_tokens': 0.19608, '4_character_tokens': 0.15686, '5_character_tokens': 0.15033, '6_character_tokens': 0.0719, '1_character_tokens': 0.06536, '8_character_tokens': 0.03922, '7_character_tokens': 0.02614, '9_character_tokens': 0.02614, '12_character_tokens': 0.01961, '10_character_tokens': 0.01961}"
455,1913,0,371,0,284,213,20,3.9973,2.22577,0,0.0,0.7655,18.55,12.84513,"{'2_character_tokens': 0.22372, '3_character_tokens': 0.18329, '4_character_tokens': 0.1779, '5_character_tokens': 0.09973, '6_character_tokens': 0.09434, '1_character_tokens': 0.08086, '7_character_tokens': 0.0566, '8_character_tokens': 0.04043, '9_character_tokens': 0.02156, '10_character_tokens': 0.01348, '12_character_tokens': 0.00539, '11_character_tokens': 0.0027}"
456,2111,0,431,0,348,232,22,3.84687,2.1042,0,0.0,0.80742,19.59091,10.82615,"{'2_character_tokens': 0.21346, '4_character_tokens': 0.19722, '3_character_tokens': 0.18794, '5_character_tokens': 0.12065, '6_character_tokens': 0.09513, '1_character_tokens': 0.08817, '7_character_tokens': 0.03944, '8_character_tokens': 0.02784, '9_character_tokens': 0.02088, '10_character_tokens': 0.00464, '16_character_tokens': 0.00232, '15_character_tokens': 0.00232}"
457,204,0,35,0,26,29,2,4.71429,2.9363,0,0.0,0.74286,17.5,7.77817,"{'3_character_tokens': 0.37143, '4_character_tokens': 0.17143, '2_character_tokens': 0.14286, '8_character_tokens': 0.08571, '9_character_tokens': 0.08571, '5_character_tokens': 0.05714, '14_character_tokens': 0.02857, '11_character_tokens': 0.02857, '6_character_tokens': 0.02857}"
458,2068,0,397,0,311,199,25,4.08312,2.01526,0,0.0,0.78338,15.88,10.31714,"{'3_character_tokens': 0.23174, '4_character_tokens': 0.21411, '2_character_tokens': 0.15617, '5_character_tokens': 0.12343, '6_character_tokens': 0.08816, '7_character_tokens': 0.07053, '1_character_tokens': 0.05793, '8_character_tokens': 0.03526, '11_character_tokens': 0.01008, '10_character_tokens': 0.00504, '9_character_tokens': 0.00504, '13_character_tokens': 0.00252}"
459,229,0,48,0,40,38,1,3.75,1.96241,0,0.0,0.83333,48.0,0.0,"{'4_character_tokens': 0.25, '2_character_tokens': 0.20833, '3_character_tokens': 0.14583, '5_character_tokens': 0.125, '1_character_tokens': 0.10417, '6_character_tokens': 0.08333, '7_character_tokens': 0.04167, '10_character_tokens': 0.02083, '8_character_tokens': 0.02083}"
460,1091,0,204,0,159,118,13,4.17157,2.10441,0,0.0,0.77941,15.69231,13.27519,"{'3_character_tokens': 0.23039, '4_character_tokens': 0.19118, '5_character_tokens': 0.15196, '2_character_tokens': 0.13235, '1_character_tokens': 0.07353, '7_character_tokens': 0.07353, '6_character_tokens': 0.06863, '8_character_tokens': 0.04412, '9_character_tokens': 0.01961, '12_character_tokens': 0.0049, '11_character_tokens': 0.0049, '10_character_tokens': 0.0049}"
461,476,0,79,0,58,61,4,4.92405,2.9342,0,0.0,0.73418,19.75,20.5,"{'4_character_tokens': 0.29114, '5_character_tokens': 0.13924, '3_character_tokens': 0.13924, '2_character_tokens': 0.10127, '1_character_tokens': 0.06329, '8_character_tokens': 0.06329, '12_character_tokens': 0.05063, '7_character_tokens': 0.05063, '6_character_tokens': 0.03797, '9_character_tokens': 0.02532, '15_character_tokens': 0.01266, '11_character_tokens': 0.01266, '10_character_tokens': 0.01266}"
462,1055,0,223,0,190,136,17,3.61883,1.9226,0,0.0,0.85202,13.11765,8.27558,"{'3_character_tokens': 0.25112, '2_character_tokens': 0.2287, '4_character_tokens': 0.17489, '5_character_tokens': 0.11211, '1_character_tokens': 0.0852, '6_character_tokens': 0.0583, '7_character_tokens': 0.04484, '8_character_tokens': 0.02691, '11_character_tokens': 0.00897, '10_character_tokens': 0.00448, '9_character_tokens': 0.00448}"
463,108,0,22,0,20,17,2,3.5,1.40577,0,0.0,0.90909,11.0,2.82843,"{'3_character_tokens': 0.45455, '2_character_tokens': 0.13636, '4_character_tokens': 0.13636, '5_character_tokens': 0.13636, '6_character_tokens': 0.04545, '1_character_tokens': 0.04545, '7_character_tokens': 0.04545}"
464,647,0,120,0,92,80,6,4.16667,1.9972,0,0.0,0.76667,20.0,11.13553,"{'4_character_tokens': 0.23333, '2_character_tokens': 0.20833, '3_character_tokens': 0.20833, '5_character_tokens': 0.1, '6_character_tokens': 0.09167, '7_character_tokens': 0.05833, '8_character_tokens': 0.04167, '9_character_tokens': 0.03333, '1_character_tokens': 0.01667, '10_character_tokens': 0.00833}"
465,347,0,63,0,44,55,4,4.49206,2.32013,0,0.0,0.69841,15.75,9.77667,"{'4_character_tokens': 0.22222, '3_character_tokens': 0.20635, '2_character_tokens': 0.15873, '7_character_tokens': 0.14286, '6_character_tokens': 0.07937, '5_character_tokens': 0.07937, '9_character_tokens': 0.04762, '1_character_tokens': 0.03175, '8_character_tokens': 0.01587, '13_character_tokens': 0.01587}"
466,1138,0,211,0,154,148,15,4.2891,2.22257,0,0.0,0.72986,14.06667,13.07925,"{'3_character_tokens': 0.19905, '4_character_tokens': 0.18009, '2_character_tokens': 0.16588, '5_character_tokens': 0.12322, '6_character_tokens': 0.10427, '7_character_tokens': 0.08531, '1_character_tokens': 0.06161, '9_character_tokens': 0.02844, '8_character_tokens': 0.02844, '11_character_tokens': 0.00948, '10_character_tokens': 0.00948, '12_character_tokens': 0.00474}"
467,2059,0,418,0,347,198,35,3.811,2.13123,0,0.0,0.83014,11.94286,8.07299,"{'2_character_tokens': 0.22967, '4_character_tokens': 0.2177, '3_character_tokens': 0.17943, '5_character_tokens': 0.11483, '1_character_tokens': 0.08852, '6_character_tokens': 0.0622, '7_character_tokens': 0.03589, '8_character_tokens': 0.02632, '9_character_tokens': 0.02153, '10_character_tokens': 0.01675, '12_character_tokens': 0.00478, '11_character_tokens': 0.00239}"
468,349,0,71,0,56,56,5,3.8169,2.26974,0,0.0,0.78873,14.2,8.8713,"{'2_character_tokens': 0.32394, '3_character_tokens': 0.19718, '4_character_tokens': 0.11268, '5_character_tokens': 0.09859, '6_character_tokens': 0.07042, '1_character_tokens': 0.05634, '7_character_tokens': 0.05634, '8_character_tokens': 0.04225, '10_character_tokens': 0.01408, '11_character_tokens': 0.01408, '9_character_tokens': 0.01408}"
469,227,0,48,0,38,43,4,3.70833,1.83301,0,0.0,0.79167,12.0,5.94418,"{'2_character_tokens': 0.25, '3_character_tokens': 0.22917, '4_character_tokens': 0.16667, '6_character_tokens': 0.10417, '7_character_tokens': 0.08333, '5_character_tokens': 0.08333, '1_character_tokens': 0.0625, '8_character_tokens': 0.02083}"
470,512,0,99,0,74,73,7,4.09091,2.33907,0,0.0,0.74747,14.14286,9.58173,"{'2_character_tokens': 0.23232, '3_character_tokens': 0.19192, '4_character_tokens': 0.14141, '5_character_tokens': 0.10101, '1_character_tokens': 0.08081, '7_character_tokens': 0.07071, '6_character_tokens': 0.06061, '8_character_tokens': 0.06061, '9_character_tokens': 0.05051, '10_character_tokens': 0.0101}"
471,171,0,33,0,25,28,3,4.06061,1.65717,0,0.0,0.75758,11.0,6.55744,"{'3_character_tokens': 0.36364, '4_character_tokens': 0.27273, '6_character_tokens': 0.18182, '2_character_tokens': 0.06061, '9_character_tokens': 0.0303, '7_character_tokens': 0.0303, '5_character_tokens': 0.0303, '1_character_tokens': 0.0303}"
472,370,0,79,0,66,57,9,3.5443,1.95984,0,0.0,0.83544,8.77778,6.07819,"{'4_character_tokens': 0.29114, '2_character_tokens': 0.26582, '1_character_tokens': 0.13924, '5_character_tokens': 0.07595, '3_character_tokens': 0.06329, '6_character_tokens': 0.06329, '7_character_tokens': 0.06329, '8_character_tokens': 0.02532, '9_character_tokens': 0.01266}"
473,3931,0,792,0,666,306,60,3.83965,2.08499,0,0.0,0.84091,13.2,7.20593,"{'4_character_tokens': 0.2298, '3_character_tokens': 0.20202, '2_character_tokens': 0.19697, '5_character_tokens': 0.12626, '1_character_tokens': 0.08586, '7_character_tokens': 0.05808, '6_character_tokens': 0.04545, '8_character_tokens': 0.02146, '9_character_tokens': 0.01389, '12_character_tokens': 0.00631, '10_character_tokens': 0.00631, '11_character_tokens': 0.00505, '13_character_tokens': 0.00253}"
474,1727,0,315,0,234,184,21,4.29524,2.36989,0,0.0,0.74286,15.0,11.7771,"{'3_character_tokens': 0.24762, '2_character_tokens': 0.1746, '4_character_tokens': 0.17143, '5_character_tokens': 0.10159, '6_character_tokens': 0.08254, '7_character_tokens': 0.06667, '8_character_tokens': 0.05397, '1_character_tokens': 0.04762, '9_character_tokens': 0.01587, '10_character_tokens': 0.01587, '11_character_tokens': 0.00952, '12_character_tokens': 0.00635, '14_character_tokens': 0.00317, '13_character_tokens': 0.00317}"
475,156,0,33,0,29,31,2,3.69697,1.70449,0,0.0,0.87879,16.5,6.36396,"{'3_character_tokens': 0.33333, '4_character_tokens': 0.18182, '2_character_tokens': 0.15152, '5_character_tokens': 0.15152, '6_character_tokens': 0.06061, '1_character_tokens': 0.06061, '9_character_tokens': 0.0303, '7_character_tokens': 0.0303}"
476,880,0,163,0,125,118,10,4.26994,2.34668,0,0.0,0.76687,16.3,11.84202,"{'2_character_tokens': 0.21472, '4_character_tokens': 0.20245, '3_character_tokens': 0.17178, '5_character_tokens': 0.13497, '6_character_tokens': 0.08589, '8_character_tokens': 0.04908, '1_character_tokens': 0.04294, '7_character_tokens': 0.03681, '10_character_tokens': 0.02454, '9_character_tokens': 0.0184, '11_character_tokens': 0.00613, '13_character_tokens': 0.00613, '12_character_tokens': 0.00613}"
477,1359,0,264,0,208,166,27,4.02273,2.11267,0,0.0,0.78788,9.77778,8.80705,"{'3_character_tokens': 0.20833, '4_character_tokens': 0.20076, '2_character_tokens': 0.17424, '5_character_tokens': 0.125, '6_character_tokens': 0.08712, '1_character_tokens': 0.07955, '7_character_tokens': 0.04924, '8_character_tokens': 0.03409, '9_character_tokens': 0.02652, '10_character_tokens': 0.00758, '11_character_tokens': 0.00379, '12_character_tokens': 0.00379}"
478,978,0,201,0,163,139,16,3.74129,2.09589,0,0.0,0.81095,12.5625,9.10655,"{'4_character_tokens': 0.21891, '2_character_tokens': 0.20896, '3_character_tokens': 0.16418, '1_character_tokens': 0.1194, '6_character_tokens': 0.0995, '5_character_tokens': 0.0995, '7_character_tokens': 0.04478, '9_character_tokens': 0.02488, '10_character_tokens': 0.00995, '13_character_tokens': 0.00498, '8_character_tokens': 0.00498}"
